symbol,date,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
SPY,2019-05-15,281.59,285.77,281.36,285.06,259.575240186979,73956407,0.0,1.0
SPY,2019-05-16,285.84,289.21,285.76,287.7,261.979220521272,76749643,0.0,1.0
SPY,2019-05-17,285.14,288.6,285.12,285.84,260.285507103929,100353024,0.0,1.0
SPY,2019-05-20,284.06,285.96,283.12,283.95,258.564475728242,62877610,0.0,1.0
SPY,2019-05-21,285.83,286.93,285.55,286.51,260.895608173617,46847085,0.0,1.0
SPY,2019-05-22,285.45,286.69,285.1,285.63,260.094281395519,49482472,0.0,1.0
SPY,2019-05-23,283.16,283.21,280.57,282.14,256.916292241473,98733847,0.0,1.0
SPY,2019-05-24,283.74,284.2,282.09,282.78,257.499075352816,55268095,0.0,1.0
SPY,2019-05-28,283.09,284.15,280.13,280.15,255.104201004638,70029356,0.0,1.0
SPY,2019-05-29,278.91,279.36,276.71,278.27,253.392275615065,104972927,0.0,1.0
SPY,2019-05-30,279.11,280.04,277.81,279.03,254.084330559786,62523780,0.0,1.0
SPY,2019-05-31,276.2,277.12,275.24,275.27,250.660479780641,86862782,0.0,1.0
SPY,2019-06-03,275.31,276.55,273.09,274.57,250.023060752609,96427952,0.0,1.0
SPY,2019-06-04,277.12,280.68,276.62,280.53,255.450228476998,77231889,0.0,1.0
SPY,2019-06-05,282.33,282.99,280.32,282.96,257.662983102882,71169717,0.0,1.0
SPY,2019-06-06,283.29,285.55,282.57,284.8,259.338484547995,69430381,0.0,1.0
SPY,2019-06-07,285.93,288.85,285.74,287.65,261.933690590698,74272199,0.0,1.0
SPY,2019-06-10,289.37,290.82,288.87,288.97,263.135680757845,60799053,0.0,1.0
SPY,2019-06-11,290.99,291.4,288.18,288.9,263.071938855042,58641325,0.0,1.0
SPY,2019-06-12,288.64,289.26,287.82,288.39,262.607533563189,47096312,0.0,1.0
SPY,2019-06-13,289.4,289.98,288.62,289.58,263.691145910844,48945156,0.0,1.0
SPY,2019-06-14,289.26,289.93,288.41,289.26,263.399754355172,52324716,0.0,1.0
SPY,2019-06-17,289.52,290.22,289.18,289.37,263.499920202435,39205709,0.0,1.0
SPY,2019-06-18,291.39,293.57,290.99,292.4,266.259033995203,85434823,0.0,1.0
SPY,2019-06-19,292.55,293.65,291.47,293.06,266.860029078776,78674377,0.0,1.0
SPY,2019-06-20,296.04,296.31,293.13,295.86,269.409705190906,116570017,0.0,1.0
SPY,2019-06-21,294.13,295.52,293.76,294.0,269.01960474575,83309466,1.4316,1.0
SPY,2019-06-24,294.23,294.58,293.47,293.64,268.690192984837,47582730,0.0,1.0
SPY,2019-06-25,293.7,293.73,290.64,290.76,266.054898897531,82028656,0.0,1.0
SPY,2019-06-26,291.75,292.31,290.35,290.47,265.789539423462,51584902,0.0,1.0
SPY,2019-06-27,291.31,292.06,290.89,291.5,266.732023072742,40355239,0.0,1.0
SPY,2019-06-28,292.58,293.55,292.01,293.0,268.104572076547,59350929,0.0,1.0
SPY,2019-07-01,296.68,296.92,294.33,295.66,270.538558976627,79107474,0.0,1.0
SPY,2019-07-02,295.61,296.49,294.68,296.43,271.243134131914,61504544,0.0,1.0
SPY,2019-07-03,297.18,298.82,297.02,298.8,273.411761557925,40898896,0.0,1.0
SPY,2019-07-05,297.44,298.64,296.01,298.46,273.100650450396,51677326,0.0,1.0
SPY,2019-07-08,297.01,298.26,296.22,296.82,271.599996872903,45841772,0.0,1.0
SPY,2019-07-09,295.54,297.52,295.48,297.19,271.938558960508,41101279,0.0,1.0
SPY,2019-07-10,298.37,299.66,297.78,298.61,273.237905350777,58595558,0.0,1.0
SPY,2019-07-11,299.32,299.58,298.2,299.31,273.878428219219,50889481,0.0,1.0
SPY,2019-07-12,299.85,300.73,299.51,300.65,275.104571995951,40354410,0.0,1.0
SPY,2019-07-15,301.13,301.13,300.19,300.75,275.196075262872,33910261,0.0,1.0
SPY,2019-07-16,300.65,300.88,299.44,299.78,274.308493573744,40567964,0.0,1.0
SPY,2019-07-17,299.75,299.93,297.74,297.74,272.44182692857,44102443,0.0,1.0
SPY,2019-07-18,297.19,299.25,296.7,298.83,273.439212538001,51701687,0.0,1.0
SPY,2019-07-19,300.04,300.07,296.98,297.17,271.920258307124,71081238,0.0,1.0
SPY,2019-07-22,297.61,298.5,297.04,297.9,272.588232155642,43687404,0.0,1.0
SPY,2019-07-23,299.14,300.03,298.22,300.03,274.537251741045,44657973,0.0,1.0
SPY,2019-07-24,299.19,301.44,299.09,301.44,275.827447804622,47213232,0.0,1.0
SPY,2019-07-25,300.94,301.0,299.11,300.0,274.509800760969,55394074,0.0,1.0
SPY,2019-07-26,300.76,302.23,300.62,302.01,276.349016426068,45084077,0.0,1.0
SPY,2019-07-29,301.88,302.01,300.85,301.46,275.845748458006,38126462,0.0,1.0
SPY,2019-07-30,299.91,301.17,299.49,300.72,275.168624282796,45849045,0.0,1.0
SPY,2019-07-31,300.99,301.2,295.2,297.43,272.158166801117,104245162,0.0,1.0
SPY,2019-08-01,297.6,300.87,293.96,294.84,269.78823218788,142646576,0.0,1.0
SPY,2019-08-02,293.85,294.12,290.9,292.62,267.756859662249,116749695,0.0,1.0
SPY,2019-08-05,288.09,288.21,281.72,283.82,259.704572173261,178745449,0.0,1.0
SPY,2019-08-06,285.91,288.04,284.28,287.8,263.34640219669,120711682,0.0,1.0
SPY,2019-08-07,284.4,288.82,282.04,287.97,263.501957750454,140572265,0.0,1.0
SPY,2019-08-08,289.62,293.62,289.01,293.62,268.671892331453,87713904,0.0,1.0
SPY,2019-08-09,292.58,293.24,289.65,291.62,266.841826993046,93729958,0.0,1.0
SPY,2019-08-12,289.96,291.61,287.02,288.07,263.593461017375,62629500,0.0,1.0
SPY,2019-08-13,287.74,294.15,287.36,292.55,267.692807375405,94792972,0.0,1.0
SPY,2019-08-14,288.07,288.74,283.76,283.9,259.777774786797,135622053,0.0,1.0
SPY,2019-08-15,284.88,285.64,282.39,284.65,260.4640492887,101929845,0.0,1.0
SPY,2019-08-16,286.48,289.33,284.7138,288.85,264.307186499353,85825286,0.0,1.0
SPY,2019-08-19,292.19,293.08,291.44,292.33,267.49150018818,53640153,0.0,1.0
SPY,2019-08-20,291.77,292.36,289.95,290.09,265.441827009165,51652752,0.0,1.0
SPY,2019-08-21,292.48,292.86,291.72,292.45,267.601304108485,49723430,0.0,1.0
SPY,2019-08-22,293.23,293.93,290.4,292.36,267.518951168256,51739292,0.0,1.0
SPY,2019-08-23,290.92,292.76,283.47,284.85,260.64705582254,149318151,0.0,1.0
SPY,2019-08-26,287.27,288.0,285.58,288.0,263.52940873053,72620598,0.0,1.0
SPY,2019-08-27,289.54,289.95,286.03,286.87,262.495421814331,68262998,0.0,1.0
SPY,2019-08-28,286.14,289.07,285.25,288.89,264.343787806121,58891544,0.0,1.0
SPY,2019-08-29,291.72,293.16,290.61,292.58,267.720258355481,57998913,0.0,1.0
SPY,2019-08-30,294.22,294.24,291.42,292.45,267.601304108485,62831109,0.0,1.0
SPY,2019-09-03,290.57,291.58,289.27,290.74,266.036598244147,69078772,0.0,1.0
SPY,2019-09-04,293.14,294.06,292.31,294.04,269.056206052518,46813644,0.0,1.0
SPY,2019-09-05,296.79,298.83,294.0,297.82,272.515029542106,83197295,0.0,1.0
SPY,2019-09-06,298.17,298.76,297.42,298.05,272.725487056023,49510922,0.0,1.0
SPY,2019-09-09,299.14,299.24,297.16,298.2,272.862741956403,51086154,0.0,1.0
SPY,2019-09-10,297.36,298.2,295.97,298.13,272.798689669559,57698673,0.0,1.0
SPY,2019-09-11,298.47,300.34,297.75,300.25,274.73855892827,68008165,0.0,1.0
SPY,2019-09-12,301.25,302.46,300.41,301.29,275.690192904241,72546530,0.0,1.0
SPY,2019-09-13,301.78,302.17,300.68,301.09,275.507186370401,62053458,0.0,1.0
SPY,2019-09-16,299.84,301.14,299.45,300.16,274.656205988042,57934320,0.0,1.0
SPY,2019-09-17,299.94,301.02,299.75,300.92,275.351630816636,42770135,0.0,1.0
SPY,2019-09-18,300.49,301.22,298.24,301.1,275.516336697093,73875018,0.0,1.0
SPY,2019-09-19,301.53,302.63,300.71,301.08,275.498036043709,77933334,0.0,1.0
SPY,2019-09-20,300.36,300.67,297.41,298.28,274.20200115667,96939851,1.3836,1.0
SPY,2019-09-23,297.55,299.0,297.27,298.21,274.137651753153,47134009,0.0,1.0
SPY,2019-09-24,299.41,299.84,294.81,295.87,271.986543121309,97160127,0.0,1.0
SPY,2019-09-25,295.96,298.11,294.33,297.62,273.595278209227,73267803,0.0,1.0
SPY,2019-09-26,297.63,297.86,295.45,297.0,273.025326349507,58594707,0.0,1.0
SPY,2019-09-27,297.83,297.95,293.69,295.4,271.554482840554,84755721,0.0,1.0
SPY,2019-09-30,295.97,297.55,295.92,296.77,272.813892595095,52438861,0.0,1.0
SPY,2019-10-01,297.74,298.46,293.0,293.24,269.568844103466,89425082,0.0,1.0
SPY,2019-10-02,291.5,291.51,286.64,288.06,264.806988243229,124208927,0.0,1.0
SPY,2019-10-03,287.81,290.45,284.82,290.42,266.976482418936,85718095,0.0,1.0
SPY,2019-10-04,291.14,294.63,291.08,294.35,270.589241787803,66737063,0.0,1.0
SPY,2019-10-07,293.47,295.26,292.77,293.08,269.421759752571,60549809,0.0,1.0
SPY,2019-10-08,291.04,291.85,288.49,288.53,265.239048523984,101367099,0.0,1.0
SPY,2019-10-09,290.75,292.3,290.06,291.27,267.757868033067,64341784,0.0,1.0
SPY,2019-10-10,291.18,294.21,291.0,293.24,269.568844103466,54459839,0.0,1.0
SPY,2019-10-11,296.27,298.74,296.14,296.28,272.363446770478,101099695,0.0,1.0
SPY,2019-10-14,295.93,296.67,295.57,295.95,272.060085296756,40467320,0.0,1.0
SPY,2019-10-15,297.1,299.7,296.97,298.88,274.753567472528,48123837,0.0,1.0
SPY,2019-10-16,298.37,299.16,297.92,298.4,274.312314419841,50293197,0.0,1.0
SPY,2019-10-17,299.68,300.24,298.52,299.28,275.121278349766,46676445,0.0,1.0
SPY,2019-10-18,298.69,299.4,297.03,297.97,273.91702522681,64293228,0.0,1.0
SPY,2019-10-21,299.42,300.21,298.94,299.99,275.773965156864,39388285,0.0,1.0
SPY,2019-10-22,300.58,300.9,298.91,299.01,274.87307350763,49028214,0.0,1.0
SPY,2019-10-23,298.73,299.94,298.5,299.88,275.672844665624,34857719,0.0,1.0
SPY,2019-10-24,300.91,301.07,299.46,300.37,276.123290490241,35688865,0.0,1.0
SPY,2019-10-25,299.74,302.2,299.68,301.6,277.254001437749,45145150,0.0,1.0
SPY,2019-10-28,302.94,303.85,302.91,303.3,278.816772666012,40174540,0.0,1.0
SPY,2019-10-29,303.0,304.23,302.86,303.21,278.734037718633,44201626,0.0,1.0
SPY,2019-10-30,303.43,304.55,301.99,304.14,279.588965508212,49542312,0.0,1.0
SPY,2019-10-31,304.13,304.13,301.73,303.33,278.844350981805,68955393,0.0,1.0
SPY,2019-11-01,304.92,306.19,304.74,306.14,281.427519894404,71071915,0.0,1.0
SPY,2019-11-04,307.85,308.0,306.96,307.37,282.558230841912,60270655,0.0,1.0
SPY,2019-11-05,307.59,307.92,306.71,307.03,282.24567659626,42809998,0.0,1.0
SPY,2019-11-06,307.03,307.4,306.06,307.1,282.310025999777,46402927,0.0,1.0
SPY,2019-11-07,308.57,309.65,307.66,308.18,283.30284536832,53823043,0.0,1.0
SPY,2019-11-08,307.8,309.0,307.03,308.94,284.001496035073,49019213,0.0,1.0
SPY,2019-11-11,307.42,308.54,307.27,308.35,283.459122491147,35775777,0.0,1.0
SPY,2019-11-12,308.75,309.99,308.15,309.0,284.056652666659,46141997,0.0,1.0
SPY,2019-11-13,307.91,309.54,307.66,309.1,284.148580385969,54261698,0.0,1.0
SPY,2019-11-14,308.79,309.64,308.09,309.55,284.562255122862,51148052,0.0,1.0
SPY,2019-11-15,311.02,311.84,310.26,311.79,286.621436035397,61990853,0.0,1.0
SPY,2019-11-18,311.53,312.28,311.03,312.02,286.832869789809,49285964,0.0,1.0
SPY,2019-11-19,312.68,312.69,311.22,311.93,286.75013484243,67663099,0.0,1.0
SPY,2019-11-20,311.28,311.85,309.06,310.77,285.683773298439,79200298,0.0,1.0
SPY,2019-11-21,310.89,311.01,309.39,310.27,285.224134701891,54403450,0.0,1.0
SPY,2019-11-22,311.09,311.24,309.85,310.96,285.858435965127,44803329,0.0,1.0
SPY,2019-11-25,311.98,313.37,311.98,313.37,288.073894000488,48606151,0.0,1.0
SPY,2019-11-26,313.41,314.28,313.06,314.08,288.726580807586,37515200,0.0,1.0
SPY,2019-11-27,314.61,315.48,314.37,315.48,290.013568877921,44260649,0.0,1.0
SPY,2019-11-29,314.86,315.13,314.06,314.31,288.938014561999,36592740,0.0,1.0
SPY,2019-12-02,314.59,314.66,311.17,311.64,286.483544456432,75719967,0.0,1.0
SPY,2019-12-03,308.65,309.64,307.13,309.55,284.562255122862,74784721,0.0,1.0
SPY,2019-12-04,310.7,312.12,310.32,311.46,286.318074561675,49007961,0.0,1.0
SPY,2019-12-05,312.23,312.25,310.58,312.02,286.832869789809,40657041,0.0,1.0
SPY,2019-12-06,314.12,315.31,314.11,314.87,289.452809790132,48926121,0.0,1.0
SPY,2019-12-09,314.44,315.18,313.8,313.88,288.542725368967,34788380,0.0,1.0
SPY,2019-12-10,313.82,314.55,312.81,313.53,288.220978351384,52609340,0.0,1.0
SPY,2019-12-11,314.03,314.7,313.44,314.42,289.039135053239,46889653,0.0,1.0
SPY,2019-12-12,314.43,317.99,314.17,317.13,291.530376246529,96035635,0.0,1.0
SPY,2019-12-13,316.87,318.67,316.02,317.32,291.705038913217,81489263,0.0,1.0
SPY,2019-12-16,319.22,320.15,317.25,319.5,293.709063194167,82723814,0.0,1.0
SPY,2019-12-17,319.92,320.25,319.48,319.57,293.773412597683,61062693,0.0,1.0
SPY,2019-12-18,320.0,320.25,319.53,319.59,293.791798141545,48721894,0.0,1.0
SPY,2019-12-19,319.8,320.98,319.52,320.9,294.996051264501,85248597,0.0,1.0
SPY,2019-12-20,320.46,321.97,319.39,320.73,296.283039334835,149214080,1.57,1.0
SPY,2019-12-23,321.59,321.65,321.06,321.22,296.735690129192,52980805,0.0,1.0
SPY,2019-12-24,321.47,321.52,320.9,321.23,296.744927900506,20270007,0.0,1.0
SPY,2019-12-26,321.65,322.95,321.64,322.94,298.324586795098,30854382,0.0,1.0
SPY,2019-12-27,323.74,323.8,322.28,322.86,298.250684624591,42523486,0.0,1.0
SPY,2019-12-30,322.95,323.1,320.55,321.08,296.606361330805,49652827,0.0,1.0
SPY,2019-12-31,320.53,322.13,320.15,321.86,297.32690749325,57059907,0.0,1.0
SPY,2020-01-02,323.54,324.89,322.53,324.87,300.107476658585,59037072,0.0,1.0
SPY,2020-01-03,321.16,323.64,321.1,322.41,297.834984915487,77708081,0.0,1.0
SPY,2020-01-06,320.49,323.73,320.36,323.64,298.971230787036,55596982,0.0,1.0
SPY,2020-01-07,323.02,323.54,322.24,322.73,298.130593597516,40461249,0.0,1.0
SPY,2020-01-08,322.94,325.78,322.67,324.45,299.719490263422,68177241,0.0,1.0
SPY,2020-01-09,326.16,326.73,325.52,326.65,301.751799952371,48421935,0.0,1.0
SPY,2020-01-10,327.29,327.46,325.2,325.71,300.883449448911,53028660,0.0,1.0
SPY,2020-01-13,326.39,327.96,325.92,327.95,302.952710223114,47026115,0.0,1.0
SPY,2020-01-14,327.47,328.62,326.84,327.45,302.490821657444,62784185,0.0,1.0
SPY,2020-01-15,327.35,329.02,327.26,328.19,303.174416734635,71870739,0.0,1.0
SPY,2020-01-16,329.7,330.92,329.45,330.92,305.696328303195,53788867,0.0,1.0
SPY,2020-01-17,331.7,332.18,330.85,331.95,306.647818748476,95778839,0.0,1.0
SPY,2020-01-21,330.9,332.18,330.82,331.3,306.047363613104,77624157,0.0,1.0
SPY,2020-01-22,332.24,332.95,331.17,331.34,306.084314698358,48705035,0.0,1.0
SPY,2020-01-23,330.63,332.17,329.41,331.72,306.435350008267,51828259,0.0,1.0
SPY,2020-01-24,332.44,332.53,327.36,328.77,303.710207470813,87465785,0.0,1.0
SPY,2020-01-27,323.03,325.12,322.66,323.5,298.841901988649,83797934,0.0,1.0
SPY,2020-01-28,325.06,327.85,323.6,326.89,301.973506463893,63519891,0.0,1.0
SPY,2020-01-29,328.38,328.63,326.4,326.62,301.724086638431,53714641,0.0,1.0
SPY,2020-01-30,324.36,327.91,323.54,327.68,302.703290397652,75184385,0.0,1.0
SPY,2020-01-31,327.0,327.17,320.73,321.73,297.206816466176,113659402,0.0,1.0
SPY,2020-02-03,323.35,326.16,323.22,324.12,299.41464381008,68931216,0.0,1.0
SPY,2020-02-04,328.07,330.01,327.72,329.06,303.978102838902,61704740,0.0,1.0
SPY,2020-02-05,332.27,333.09,330.67,332.86,307.488455937996,64864742,0.0,1.0
SPY,2020-02-06,333.91,334.19,332.8,333.98,308.523086325097,49982975,0.0,1.0
SPY,2020-02-07,332.82,333.99,331.6,332.2,306.878763031311,64074382,0.0,1.0
SPY,2020-02-10,331.23,334.75,331.19,334.68,309.169730317035,41779456,0.0,1.0
SPY,2020-02-11,336.16,337.02,334.68,335.26,309.705521053213,54773045,0.0,1.0
SPY,2020-02-12,336.83,337.65,336.43,337.42,311.700879656908,42844434,0.0,1.0
SPY,2020-02-13,335.86,338.12,335.56,337.06,311.368319889626,54038002,0.0,1.0
SPY,2020-02-14,337.51,337.73,336.2,337.6,311.867159540549,64518123,0.0,1.0
SPY,2020-02-18,336.51,337.67,335.21,336.73,311.063473436283,57195407,0.0,1.0
SPY,2020-02-19,337.79,339.08,337.48,338.34,312.550754617741,48587393,0.0,1.0
SPY,2020-02-20,337.74,338.64,333.68,336.95,311.266704405178,73891268,0.0,1.0
SPY,2020-02-21,335.47,335.81,332.58,333.48,308.061197759427,113656552,0.0,1.0
SPY,2020-02-24,323.14,333.56,321.24,322.42,297.844222686801,160991237,0.0,1.0
SPY,2020-02-25,323.94,324.61,311.69,312.65,288.818920113604,217564684,0.0,1.0
SPY,2020-02-26,314.18,318.11,310.7,311.5,287.756576412563,192818004,0.0,1.0
SPY,2020-02-27,305.46,311.56,297.51,297.51,274.832934345109,282544492,0.0,1.0
SPY,2020-02-28,288.7,297.89,285.54,296.26,273.678212930934,384911854,0.0,1.0
SPY,2020-03-02,298.21,309.16,294.46,309.09,285.530273526032,237377617,0.0,1.0
SPY,2020-03-03,309.5,313.84,297.57,300.24,277.354845913669,298851919,0.0,1.0
SPY,2020-03-04,306.12,313.1,303.33,312.86,289.012913311186,175893889,0.0,1.0
SPY,2020-03-05,304.98,308.47,300.01,302.46,279.405631145245,185533970,0.0,1.0
SPY,2020-03-06,293.15,298.78,290.23,297.46,274.786745488542,228315219,0.0,1.0
SPY,2020-03-09,275.3,284.19,273.45,274.23,253.327402727503,305980554,0.0,1.0
SPY,2020-03-10,284.64,288.52,273.5,288.42,266.435800221224,274894230,0.0,1.0
SPY,2020-03-11,280.7,281.94,270.88,274.36,253.447493754577,254604444,0.0,1.0
SPY,2020-03-12,256.0,266.66,247.68,248.11,229.198344056889,389612072,0.0,1.0
SPY,2020-03-13,263.09,271.48,248.52,269.32,248.791657012621,326142197,0.0,1.0
SPY,2020-03-16,241.18,256.9,237.36,239.85,221.567944952017,295019288,0.0,1.0
SPY,2020-03-17,245.04,256.17,237.07,252.8,233.530858802876,260566279,0.0,1.0
SPY,2020-03-18,236.25,248.37,228.02,240.0,221.706511521718,324845381,0.0,1.0
SPY,2020-03-19,239.25,247.38,232.22,240.51,222.177637858701,288124389,0.0,1.0
SPY,2020-03-20,242.53,244.47,228.5,228.8,212.658630911654,344276957,1.4056,1.0
SPY,2020-03-23,228.19,229.68,218.26,222.95,207.221336371299,323100167,0.0,1.0
SPY,2020-03-24,234.42,244.1,233.8,243.15,225.996267946541,233038623,0.0,1.0
SPY,2020-03-25,244.87,256.35,239.75,246.79,229.379473438318,297989659,0.0,1.0
SPY,2020-03-26,249.52,262.8,249.05,261.2,242.772877596696,256107410,0.0,1.0
SPY,2020-03-27,253.27,260.81,251.05,253.42,235.541740584053,223871285,0.0,1.0
SPY,2020-03-30,255.7,262.43,253.53,261.65,243.191131022877,171274407,0.0,1.0
SPY,2020-03-31,260.56,263.33,256.22,257.75,239.566267995974,193290928,0.0,1.0
SPY,2020-04-01,247.98,257.66,243.9,246.15,228.784624121082,188373330,0.0,1.0
SPY,2020-04-02,245.19,252.68,244.59,251.83,234.063911811546,176669824,0.0,1.0
SPY,2020-04-03,250.76,253.32,245.22,248.19,230.68070631977,134538553,0.0,1.0
SPY,2020-04-06,257.84,267.0,248.17,264.86,246.174672129636,186692564,0.0,1.0
SPY,2020-04-07,274.21,275.03,264.89,265.13,246.425624185345,199187791,0.0,1.0
SPY,2020-04-08,267.96,276.0,265.25,274.03,254.697747503149,152670223,0.0,1.0
SPY,2020-04-09,277.58,281.2,275.47,278.2,258.573562585761,189948139,0.0,1.0
SPY,2020-04-13,277.14,277.51,271.41,275.66,256.212754357983,114353986,0.0,1.0
SPY,2020-04-14,280.98,284.9,275.51,283.79,263.769199590989,133510280,0.0,1.0
SPY,2020-04-15,277.57,283.94,275.46,277.76,258.164603680162,121155983,0.0,1.0
SPY,2020-04-16,279.15,280.03,275.76,279.1,259.410069438123,126144324,0.0,1.0
SPY,2020-04-17,285.38,287.3,282.4,286.64,266.418137956803,146455688,0.0,1.0
SPY,2020-04-20,282.61,286.79,281.35,281.59,261.724405062992,99323028,0.0,1.0
SPY,2020-04-21,276.73,278.04,272.02,273.04,253.777589965551,125772551,0.0,1.0
SPY,2020-04-22,278.35,281.0,276.91,279.1,259.410069438123,92831657,0.0,1.0
SPY,2020-04-23,280.49,283.94,278.75,279.08,259.39148039696,103685412,0.0,1.0
SPY,2020-04-24,280.73,283.7,278.5,282.97,263.007048903281,85042563,0.0,1.0
SPY,2020-04-27,285.12,288.27,284.62,287.05,266.799213300657,77516422,0.0,1.0
SPY,2020-04-28,291.02,291.4,285.4,285.73,265.572336583859,104797847,0.0,1.0
SPY,2020-04-29,291.53,294.88,290.41,293.21,272.524637979047,118066585,0.0,1.0
SPY,2020-04-30,291.71,293.32,288.59,290.48,269.987233860215,121537052,0.0,1.0
SPY,2020-05-01,285.31,290.66,281.52,282.79,262.839747532809,125045778,0.0,1.0
SPY,2020-05-04,280.74,283.9,279.13,283.57,263.564720138189,80462952,0.0,1.0
SPY,2020-05-05,286.64,289.25,283.71,286.19,265.999884530622,79199214,0.0,1.0
SPY,2020-05-06,288.04,288.46,283.78,284.25,264.196747537752,72980387,0.0,1.0
SPY,2020-05-07,287.75,289.78,287.13,287.68,267.38476809731,74788296,0.0,1.0
SPY,2020-05-08,291.09,292.95,289.86,292.44,271.808959894249,76446082,0.0,1.0
SPY,2020-05-11,290.34,294.0,289.88,292.5,271.864727017739,78982891,0.0,1.0
SPY,2020-05-12,293.79,294.24,286.52,286.67,266.446021518548,94484342,0.0,1.0
SPY,2020-05-13,286.06,287.19,278.96,281.6,261.733699583574,144035915,0.0,1.0
SPY,2020-05-14,278.95,285.11,272.99,284.97,264.865953019642,121473094,0.0,1.0
SPY,2020-05-15,282.37,286.33,281.34,286.28,266.083535215858,111015834,0.0,1.0
SPY,2020-05-18,293.05,296.75,292.7,295.0,274.18835716319,119719465,0.0,1.0
SPY,2020-05-19,294.35,296.21,291.95,291.97,271.372117426904,94317356,0.0,1.0
SPY,2020-05-20,295.82,297.87,295.57,296.93,275.982199635478,85279592,0.0,1.0
SPY,2020-05-21,296.79,297.67,293.69,294.88,274.076822916209,77863922,0.0,1.0
SPY,2020-05-22,294.57,295.63,293.22,295.44,274.59731606879,63697627,0.0,1.0
SPY,2020-05-26,301.93,302.19,295.46,299.08,277.980521560566,88604807,0.0,1.0
SPY,2020-05-27,302.12,303.57,296.87,303.53,282.116583219468,104086252,0.0,1.0
SPY,2020-05-28,304.65,306.84,302.24,302.97,281.596090066887,90232213,0.0,1.0
SPY,2020-05-29,302.46,304.96,299.47,304.32,282.850850345431,119067393,0.0,1.0
SPY,2020-06-01,303.62,306.21,303.06,305.55,283.994076376992,55696013,0.0,1.0
SPY,2020-06-02,306.55,308.13,305.1,308.08,286.345590084189,73635043,0.0,1.0
SPY,2020-06-03,310.24,313.22,309.94,312.18,290.156343522728,91750087,0.0,1.0
SPY,2020-06-04,311.11,313.0,309.08,311.36,289.39419283502,75471787,0.0,1.0
SPY,2020-06-05,317.23,321.27,317.16,319.34,296.811220259299,150302461,0.0,1.0
SPY,2020-06-08,320.22,323.41,319.63,323.2,300.398905203875,73310274,0.0,1.0
SPY,2020-06-09,320.3,323.28,319.36,320.79,298.15892574366,77174695,0.0,1.0
SPY,2020-06-10,321.42,322.39,318.22,319.0,296.495206559518,93944722,0.0,1.0
SPY,2020-06-11,311.46,312.15,300.01,300.61,279.402583209582,208285190,0.0,1.0
SPY,2020-06-12,308.24,309.08,298.6,304.21,282.748610619031,194450402,0.0,1.0
SPY,2020-06-15,298.02,308.28,296.74,307.05,285.388254464263,134968796,0.0,1.0
SPY,2020-06-16,315.48,315.64,307.67,312.96,290.881316128108,137048347,0.0,1.0
SPY,2020-06-17,314.07,314.39,310.86,311.66,289.673028452474,82814592,0.0,1.0
SPY,2020-06-18,310.01,312.3,309.51,311.78,289.784562699456,80355844,0.0,1.0
SPY,2020-06-19,314.17,314.38,306.53,308.64,288.135939675642,135211345,1.3662,1.0
SPY,2020-06-22,307.99,311.05,306.75,310.62,289.984401186003,74007212,0.0,1.0
SPY,2020-06-23,313.49,314.5,311.61,312.05,291.319401165708,68066900,0.0,1.0
SPY,2020-06-24,309.84,310.51,302.1,304.09,283.888212467489,132067392,0.0,1.0
SPY,2020-06-25,303.47,307.64,301.28,307.35,286.931638994649,88966079,0.0,1.0
SPY,2020-06-26,306.16,306.39,299.42,300.05,280.116604133218,127811745,0.0,1.0
SPY,2020-06-29,301.41,304.61,298.93,304.46,284.233632042658,79773260,0.0,1.0
SPY,2020-06-30,303.99,310.2,303.82,308.36,287.874541078217,112828251,0.0,1.0
SPY,2020-07-01,309.57,311.89,309.07,310.52,289.891044544065,71910372,0.0,1.0
SPY,2020-07-02,314.24,315.7,311.51,312.23,291.487443121195,69214995,0.0,1.0
SPY,2020-07-06,316.37,317.68,315.56,317.05,295.987233262579,61149258,0.0,1.0
SPY,2020-07-07,315.38,317.52,313.37,313.78,292.934471071225,82583406,0.0,1.0
SPY,2020-07-08,314.61,316.3,312.7,316.18,295.175030477723,54202602,0.0,1.0
SPY,2020-07-09,316.84,317.1,310.68,314.38,293.49461092285,83079092,0.0,1.0
SPY,2020-07-10,314.31,317.88,312.76,317.59,296.491359129041,57454436,0.0,1.0
SPY,2020-07-13,320.13,322.71,314.13,314.84,293.924051475762,102549097,0.0,1.0
SPY,2020-07-14,313.3,319.76,312.0,318.92,297.733002466808,92791839,0.0,1.0
SPY,2020-07-15,322.41,323.04,319.27,321.85,300.468352075575,86921534,0.0,1.0
SPY,2020-07-16,319.79,321.28,319.09,320.79,299.478771671038,54433414,0.0,1.0
SPY,2020-07-17,321.88,322.57,319.74,321.72,300.346988441056,64421802,0.0,1.0
SPY,2020-07-20,321.43,325.13,320.62,324.32,302.774261131429,56150230,0.0,1.0
SPY,2020-07-21,326.45,326.93,323.94,325.01,303.418421960797,57245315,0.0,1.0
SPY,2020-07-22,324.62,327.2,324.5,326.86,305.145519836639,57792915,0.0,1.0
SPY,2020-07-23,326.47,327.23,321.48,322.96,301.50461080108,75737989,0.0,1.0
SPY,2020-07-24,320.95,321.99,319.246,320.88,299.562792648782,73766597,0.0,1.0
SPY,2020-07-27,321.63,323.41,320.775,323.22,301.747338070117,48292970,0.0,1.0
